233 27.3583 97.41 0.8892 1.0775 
234 35.1657 106.77 0.7084 0.7805 
235 32.6319 105.51 0.7052 0.8375 
236 35.6395 51.15 0.9404 0.6645 
237 35.0009 52.05 0.8572 1.0445 
238 30.4277 111.63 0.614 0.9185 
239 34.6301 96.15 0.7564 0.9745 
240 32.2405 36.93 0.9676 1.0585 
241 25.9163 55.29 0.7732 0.6565 
242 35.2481 99.03 0.646 0.9315 
243 34.8361 34.41 0.7388 1.0415 
244 30.2217 30.45 0.9548 0.8115 
245 32.0139 108.39 0.9596 1.0275 
246 29.5419 55.11 0.9884 0.8955 
247 27.4819 111.99 0.7716 0.6255 
248 26.9875 88.59 0.6276 0.8235 
249 27.5025 94.35 0.6404 0.8715 
250 35.9897 87.51 0.67 0.8605 
251 30.7573 89.13 0.7396 0.8135 
252 30.5925 65.19 0.6172 0.8225 
253 33.7649 57.27 0.838 0.7115 
254 35.9073 93.45 0.6356 0.7525 
255 32.5701 41.07 0.8468 0.8165 
256 34.4241 72.21 0.8068 0.7725 
257 32.0345 67.71 0.6324 0.6345 
258 30.0775 67.53 0.7076 1.0285 
259 29.9951 110.37 0.6908 0.8765 
260 35.5983 107.13 0.8204 0.8835 
261 30.9633 59.25 0.994 0.8425 
262 33.8885 33.69 0.61 0.6465 
263 31.3959 74.19 0.9172 0.7815 
264 25.8957 64.29 0.9764 0.9425 
265 34.7125 80.31 0.7924 0.9645 
266 31.5813 42.51 0.722 0.7915 
267 32.4671 100.65 0.8532 0.8045 
268 30.5307 107.31 0.7028 0.6965 
269 25.7515 73.11 0.758 0.6735 
270 34.1151 102.09 0.6788 0.9055 
271 31.5401 115.59 0.7148 0.9265 
272 28.9033 109.29 0.6412 0.8695 
273 35.6601 59.61 0.926 0.8085 
274 28.4295 53.49 0.7364 0.7215 
275 29.9745 70.59 0.8116 1.0425 
276 28.3883 117.75 0.6252 1.0975 
277 33.8473 81.57 0.8132 1.0405 
278 33.9709 111.81 0.7572 0.6675 
279 27.8939 57.99 0.9284 0.6805 
280 29.7273 97.95 0.9652 0.6885 
281 31.2929 87.33 0.8156 1.0805 
282 34.9597 92.73 0.9396 1.0465 
283 31.6431 99.93 0.6204 0.9775 
284 26.2459 82.11 0.8668 0.9885 
285 34.9185 55.83 0.6044 0.9385 
286 35.9485 111.09 0.6476 0.6475 
287 26.4313 79.95 0.9972 1.0665 
288 32.8585 62.49 0.6492 0.6235 
289 25.9369 90.03 0.6436 0.7065 
290 35.0421 61.95 0.606 0.8455 
291 31.7461 74.73 0.826 0.7165 
292 31.4371 86.79 0.8764 0.8015 
293 28.1617 67.35 0.9244 0.6915 
294 28.6767 54.03 0.79 0.9175 
295 26.8021 47.01 0.6428 0.7055 
296 34.5683 92.55 0.6748 0.7385 
297 33.1675 71.13 0.7676 0.7415 
298 28.5943 88.95 0.9132 0.6355 
299 27.1111 61.23 0.9756 0.7155 
300 33.6825 91.83 0.9276 0.6175 
301 34.6919 101.91 0.9828 0.7395 
302 29.6861 112.71 0.8916 1.0185 
303 30.9839 115.95 0.8636 0.8905 
304 31.0251 41.61 0.806 0.6495 
305 25.8339 40.53 0.6516 0.9905 
306 30.1393 61.41 0.7412 0.6855 
307 27.8733 95.61 0.9988 0.9605 
308 34.6713 105.33 0.7164 0.9395 
309 35.0627 86.43 0.886 0.6625 
310 33.2087 44.31 0.9332 0.9515 
311 35.8043 50.97 0.9292 0.9105 
312 27.7909 58.89 0.8004 0.8675 
313 34.4653 73.47 0.7172 0.8825 
314 33.7031 72.39 0.6924 0.6145 
315 27.8115 42.15 0.9788 0.8435 
316 31.8285 104.79 0.9436 0.8365 
317 25.7309 31.71 0.8052 0.8945 
318 35.0833 30.27 0.7156 1.0115 
319 34.3211 51.33 0.6348 0.7245 
320 31.5195 73.29 0.9492 1.0525 
321 27.1935 36.39 0.8364 1.0935 
322 29.7067 38.37 0.762 0.9795 
323 35.7013 83.73 0.674 0.7665 
324 29.6243 53.85 0.7812 1.0165 
325 35.5571 101.01 0.8492 0.6315 
326 29.3153 56.19 0.8348 0.9375 
327 25.7927 34.95 0.7452 0.6015 
328 27.3377 62.13 0.8476 0.8895 
329 26.6167 49.35 0.974 1.0175 
330 31.5607 108.57 0.65 0.8215 
331 26.0605 32.25 0.9412 0.8505 
332 27.6879 56.91 0.7852 0.6835 
333 27.6261 103.17 0.966 1.0925 
334 26.8227 89.49 0.986 0.9325 
335 28.3471 102.99 0.9524 0.8705 
336 30.8809 57.81 0.9692 0.9275 
337 30.1599 62.85 0.9036 0.6935 
338 32.2817 77.97 0.9188 0.6695 
339 31.8079 115.77 0.7876 1.0045 
340 32.2611 32.43 0.6124 0.7635 
341 32.7761 116.13 0.8748 0.6505 
342 34.4035 117.03 0.954 0.8595 
343 28.1205 83.91 0.7212 0.7625 
344 33.9297 94.71 0.6396 0.6995 
345 26.2665 74.55 0.8484 0.6335 
346 35.2069 56.55 0.9996 0.8485 
347 32.6731 103.71 0.8148 0.6485 
348 29.9127 80.85 0.9924 1.0875 
349 30.9427 65.37 0.8548 1.0495 
350 28.5737 97.23 0.8316 0.6295 
351 30.9221 84.63 0.8164 0.7495 
352 34.0739 53.67 0.9116 0.6615 
353 28.5531 64.65 0.706 0.6185 
354 30.5513 66.99 0.8836 0.8985 
355 35.6189 92.19 0.7996 0.9895 
356 30.6337 109.47 0.742 0.9045 
357 25.9781 73.83 0.7524 0.9015 
358 32.8791 40.17 0.7916 0.7825 
359 26.3077 113.25 0.7116 0.9535 
360 31.2105 54.21 0.9428 0.9695 
361 35.1245 115.41 0.6028 0.9715 
362 27.0081 82.83 0.8908 0.6085 
363 34.5889 52.41 0.814 1.0905 
364 26.5137 72.93 0.822 0.9755 
365 30.2629 74.91 0.9028 0.9665 
366 30.4071 98.85 0.682 1.0395 
367 31.8903 103.53 0.6212 0.9155 
368 35.4335 80.67 0.8884 0.6895 
369 26.4519 119.91 0.6052 0.6595 
370 29.2329 44.13 0.6868 0.8475 
371 27.5231 31.35 0.8828 0.8775 
372 26.7609 113.61 0.8228 0.9445 
373 34.6507 41.97 0.6884 0.7515 
374 29.5831 98.31 0.7892 1.0765 
375 26.9669 44.49 0.8972 0.9075 
376 33.7237 45.03 0.874 1.0265 
377 34.9391 117.57 0.7908 0.7315 
378 25.8133 114.33 0.7652 0.8935 
379 28.3059 59.07 0.7036 0.8065 
380 34.3829 78.15 0.6132 0.8405 
381 27.9557 90.21 0.9316 1.0695 
382 27.0905 63.03 0.702 0.8035 
383 33.0027 86.25 0.9804 0.9785 
384 28.2441 99.21 0.818 1.0915 
385 32.0551 36.21 0.6772 0.6065 
386 30.3041 54.75 0.782 1.0725 
387 28.6149 45.39 0.9732 1.0235 
388 28.6973 32.07 0.9852 0.7275 
389 31.3753 97.05 0.6108 0.9945 
390 26.7403 89.85 0.6388 0.7695 
391 33.1469 38.91 0.7476 0.9595 
392 31.2517 52.77 0.9052 0.6395 
393 29.6449 96.51 0.6932 0.7075 
394 32.9409 85.53 0.8172 0.6585 
395 35.4129 55.65 0.6116 0.9815 
396 33.4971 108.03 0.794 0.9525 
397 29.2741 45.57 0.7188 0.9975 
398 31.9727 76.35 0.7764 0.9335 
399 34.6095 37.11 0.6164 0.9925 
400 34.0121 69.51 0.7484 0.7835 
401 29.7891 75.27 0.6948 0.6035 
402 29.0475 71.49 0.6244 1.0355 
403 35.8455 72.57 0.83 0.6575 
404 32.1581 108.21 0.77 0.7445 
405 34.2799 57.63 0.7356 0.8925 
406 32.1993 102.27 0.6852 1.0555 
407 34.8155 68.97 0.97 0.6705 
408 33.5383 60.87 0.6228 1.0855 
409 30.6749 39.45 0.6036 0.7875 
410 26.8433 66.27 0.9156 0.6545 
411 30.6955 56.37 0.7708 0.6285 
412 30.6131 87.87 0.8788 0.7585 
413 29.8097 84.99 0.982 0.9115 
414 35.3717 37.29 0.9948 0.8275 
415 31.4165 90.39 0.9716 0.8205 
416 34.7331 42.33 0.6996 0.7205 
417 28.9857 81.93 0.7796 0.9195 
418 34.4447 91.65 0.6564 0.9295 
419 28.1411 37.47 0.6812 0.9025 
420 26.9257 72.75 0.9084 0.9675 
421 30.6543 92.01 0.998 0.8785 
422 28.6355 104.61 0.6612 0.8515 
423 33.3323 43.41 0.6844 0.7235 
424 31.8697 113.79 0.934 1.0055 
425 28.2647 89.67 0.8012 1.0385 
426 29.2947 71.85 0.9204 0.8915 
427 29.5007 65.01 0.7132 0.6445 
428 26.6373 59.79 0.8652 1.0215 
429 28.1823 95.07 0.642 1.0735 
430 31.1487 85.17 0.6484 1.0025 
431 26.5549 101.37 0.7868 0.8855 
432 26.3695 116.49 0.7948 0.9615 
433 27.4407 51.69 0.9164 0.7735 
434 31.0869 73.65 0.6764 0.9495 
435 30.7367 70.23 0.9484 1.0485 
436 32.9615 52.95 0.6468 0.9435 
437 34.8567 38.19 0.9612 0.9035 
438 35.7837 112.53 0.7284 0.9875 
439 25.9575 65.73 0.962 0.9635 
440 34.3417 82.65 0.7788 1.0255 
441 35.3511 40.89 0.63 0.6525 
442 29.1093 98.49 0.99 0.9855 
443 29.8509 59.97 0.6796 1.0365 
444 33.1881 58.17 0.6156 1.0085 
445 32.1169 63.39 0.906 1.0065 
446 26.1635 42.69 0.602 0.8395 
447 32.0963 61.59 0.8276 0.6725 
448 31.0663 102.63 0.902 0.9365 
449 26.2047 35.13 0.7228 0.8295 
450 35.8661 113.07 0.7844 0.6665 
451 29.1505 97.59 0.8444 0.8545 
452 31.8491 106.59 0.7612 1.0035 
453 31.6843 101.19 0.7204 0.8655 
454 32.5907 116.67 0.6364 0.8345 
455 28.7385 50.79 0.8724 0.7025 
456 33.6207 57.09 0.6956 0.8285 
457 35.7631 34.23 0.7604 0.7285 
458 27.2965 60.69 0.6092 0.9135 
459 29.4389 118.29 0.7236 0.6655 
460 28.4707 64.47 0.8564 1.0945 
461 25.8751 96.87 0.6692 0.7885 
462 33.9091 50.07 0.9068 0.9065 
463 27.8321 117.39 0.9812 0.8795 
464 29.0887 49.53 0.9532 0.6365 
465 34.9803 83.55 0.7012 1.0705 
466 32.3435 63.57 0.9212 0.6275 
467 34.3005 53.31 0.9508 0.8095 
468 31.1075 58.35 0.7004 0.9585 
469 31.7255 106.23 0.918 0.6555 
470 29.4801 76.89 0.914 1.0635 
471 32.7967 94.17 0.7436 0.8585 
472 26.1017 100.83 0.8356 1.0315 
473 32.4877 104.43 0.9308 0.7755 
474 34.1563 111.27 0.7196 1.0575 
475 34.8979 43.77 0.8556 1.0815 
476 28.8621 116.31 0.8932 0.8805 
477 28.9651 110.01 0.978 0.6385 
478 33.2705 105.69 0.8956 0.6225 
479 33.9503 99.39 0.9092 0.8735 
480 30.7985 36.57 0.662 0.8335 
481 29.3359 31.53 0.7804 0.7255 
482 30.5101 105.87 0.7988 0.9235 
483 33.2293 38.55 0.6596 0.6155 
484 29.8715 58.71 0.698 0.6685 
485 26.3901 47.37 0.802 0.6215 
486 30.0981 110.91 0.8332 1.0535 
487 32.9821 119.55 0.8372 0.7975 
488 27.1317 48.81 0.7492 0.9835 
489 28.8827 81.03 0.894 0.8155 
490 32.5083 46.11 0.7316 0.9355 
491 30.3247 114.87 0.8516 0.7125 
492 28.0175 40.71 0.7252 0.7965 
493 26.4931 32.61 0.6148 0.7905 
494 26.4725 93.63 0.9772 1.0345 
495 33.6619 45.21 0.8628 0.9125 
496 28.7591 48.27 0.938 0.7675 
497 33.3735 103.35 0.6372 0.9005 
498 26.0811 76.53 0.622 0.6635 
499 28.9239 119.73 0.7276 0.6775 
